Taxon,Species,Trait,Value,Source
Butterflies,Aricia agestis,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,PupalLoc,At,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,WingSpan,25,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,HostPlantSpec,0.04811,Clarke_2022
Butterflies,Aricia anteros,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Aricia anteros,WingIndex,-0.037,Middleton-Welling_et_al_2020
Butterflies,Aricia anteros,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Aricia anteros,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020
Butterflies,Aricia anteros,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Aricia anteros,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Aricia anteros,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Aricia anteros,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Aricia anteros,WingSpan,28,Middleton-Welling_et_al_2020
Butterflies,Aricia anteros,HostPlantSpec,0.28868,Clarke_2022
Butterflies,Aricia artaxerxes,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,WingIndex,-0.049,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,WingSpan,27,Middleton-Welling_et_al_2020
Butterflies,Aricia artaxerxes,HostPlantSpec,0.22361,Clarke_2022
Butterflies,Aricia cramera,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,WingIndex,-0.054,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,FlyingPeriodBreadth,12,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,OverwinteringStage,A,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,WingSpan,25,Middleton-Welling_et_al_2020
Butterflies,Aricia cramera,HostPlantSpec,0.08165,Clarke_2022
Butterflies,Boloria dia,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,WingIndex,-0.022,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,FlyingPeriodPosition,6.5,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,WingSpan,33,Middleton-Welling_et_al_2020
Butterflies,Boloria dia,HostPlantSpec,0.08006,Clarke_2022
Butterflies,Boloria euphrosyne,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,WingIndex,-0.001,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,MateLocatingLoc,Tc,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,EggLayingLoc,Bg,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,WingSpan,36.75,Middleton-Welling_et_al_2020
Butterflies,Boloria euphrosyne,HostPlantSpec,0.08607,Clarke_2022
Butterflies,Boloria selene,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,WingIndex,-0.004,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,EggLayingLoc,Bg,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,WingSpan,35.25,Middleton-Welling_et_al_2020
Butterflies,Boloria selene,HostPlantSpec,0.33333,Clarke_2022
Butterflies,Brenthis daphne,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,WingIndex,0.023,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,WingSpan,47,Middleton-Welling_et_al_2020
Butterflies,Brenthis daphne,HostPlantSpec,0.2357,Clarke_2022
Butterflies,Brenthis hecate,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,WingIndex,0.002,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,FlyingPeriodPosition,6,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,BaskingSite,Tc,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,WingSpan,40,Middleton-Welling_et_al_2020
Butterflies,Brenthis hecate,HostPlantSpec,0.40825,Clarke_2022
Butterflies,Brintesia circe,EggLayingType,3_Sb,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,WingIndex,0.109,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,BaskingSite,Tc,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,MateLocatingLoc,Rc,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,MateLocatingLoc,Tc,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,EggLayingLoc,Bg,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,WingSpan,73,Middleton-Welling_et_al_2020
Butterflies,Brintesia circe,HostPlantSpec,0.04029,Clarke_2022
Butterflies,Callophrys avis,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,WingIndex,-0.028,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,FlyingPeriodPosition,4.5,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,OverwinteringLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,EggLayingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,EggLayingLoc,Ca,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,WingSpan,35.5,Middleton-Welling_et_al_2020
Butterflies,Callophrys avis,HostPlantSpec,0.08333,Clarke_2022
Butterflies,Callophrys rubi,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,WingIndex,-0.047,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,VoltinismMax,"1,5",Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,FlyingPeriodPosition,6.5,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,OverwinteringLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,PupalLoc,At,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,EggLayingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,WingSpan,23,Middleton-Welling_et_al_2020
Butterflies,Callophrys rubi,HostPlantSpec,0.00683,Clarke_2022
Butterflies,Carcharodus alceae,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,WingIndex,-0.041,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,FlyingPeriodBreadth,10,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,WingSpan,30,Middleton-Welling_et_al_2020
Butterflies,Carcharodus alceae,HostPlantSpec,0.12127,Clarke_2022
Butterflies,Carcharodus floccifera,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,WingIndex,-0.035,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,FlyingPeriodPosition,6.5,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,MateLocatingLoc,Rc,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,WingSpan,30,Middleton-Welling_et_al_2020
Butterflies,Carcharodus floccifera,HostPlantSpec,0.08006,Clarke_2022
Butterflies,Carcharodus lavatherae,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,WingIndex,-0.032,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,MateLocatingLoc,Rc,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,WingSpan,31,Middleton-Welling_et_al_2020
Butterflies,Carcharodus lavatherae,HostPlantSpec,0.18257,Clarke_2022
Butterflies,Carcharodus orientalis,WingIndex,-0.038,Middleton-Welling_et_al_2020
Butterflies,Carcharodus orientalis,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Carcharodus orientalis,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Carcharodus orientalis,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Carcharodus orientalis,HostPlantType,An,Middleton-Welling_et_al_2020
